704688e-01,-1.45500002e+01, 3.00000000e+00, 3.02999992e+01
-4.87804890e-01, -6.09756112e-02, 1.64634144e+00,0.00000000e+00, -9.27734375e-03, 1.00439453e+00,-1.65000000e+01, 3.90000010e+00, 2.97000008e+01
3.65853667e-01, -6.70731723e-01, 1.40243900e+00,1.46484375e-03, -9.27734375e-03, 1.01611328e+00,-1.42500000e+01, 2.25000000e+00, 2.95499992e+01
1.82926834e-01, -2.43902445e-01, 7.31707335e-01,-1.95312500e-03, -1.46484375e-03, 1.00585938e+00,-1.65000000e+01, 2.40000010e+00, 2.93999996e+01
2.43902445e-01, -1.21951222e-01, 1.21951222e-01,9.76562500e-04, -3.90625000e-03, 1.00585938e+00,-1.58999996e+01, 1.20000005e+00, 3.00000000e+01
1.18292685e+01, -1.34146345e+00, 2.07317066e+00,-1.70898438e-02, -1.95312500e-03, 1.01562500e+00,-1.45500002e+01, 1.79999995e+00, 2.80499992e+01
-9.39024448e+00, -4.02439022e+00, -5.73170757e+00,-2.68554688e-02, 0.00000000e+00, 1.01074219e+00,-1.48500004e+01, 3.00000000e+00, 2.98500004e+01
7.37804890e+00, -3.78048778e+00, -1.40243900e+00,-1.17187500e-02, 5.85937500e-03, 9.89257812e-01,-1.45500002e+01, 1.79999995e+00, 3.08999996e+01
6.09756112e-02, 1.09756100e+00, 1.82926834e+00,6.34765625e-03, -9.27734375e-03, 1.00244141e+00,-1.58999996e+01, 1.64999998e+00, 2.97000008e+01
3.65853667e-01, 0.00000000e+00, 1.21951222e+00,6.83593750e-03, -6.34765625e-03, 1.00390625e+00,-1.48500004e+01, 2.54999995e+00, 2.98500004e+01
3.04878056e-01, -1.82926834e-01, 8.53658557e-01,-4.88281250e-03, -6.83593750e-03, 1.00830078e+00,-1.60499992e+01, 2.25000000e+00, 3.08999996e+01
-6.09756112e-02, -2.43902445e-01, 4.87804890e-01,-9.76562500e-04, -9.76562500e-04, 1.00439453e+00,-1.46999998e+01, 1.95000005e+00, 3.00000000e+01
1.21951222e-01, 1.82926834e-01, 1.82926834e-01,0.00000000e+00, -1.46484375e-03, 1.00341797e+00,-1.51499996e+01, 2.70000005e+00, 2.89500008e+01
2.43902445e-01, -1.82926834e-01, 4.26829278e-01,-3.90625000e-03, -8.30078125e-03, 1.00048828e+00,-1.63500004e+01, 2.25000000e+00, 2.91000004e+01
-1.21951222e-01, -2.43902445e-01, 6.09756112e-01,-5.37109375e-03, -3.90625000e-03, 1.00781250e+00,-1.60499992e+01, 3.00000000e+00, 2.98500004e+01
2.43902445e-01, -6.09756112e-02, 2.43902445e-01,-2.44140625e-03, -4.39453125e-03, 1.00390625e+00,-1.43999996e+01, 4.34999990e+00, 3.00000000e+01
0.00000000e+00, -1.82926834e-01, 1.21951222e-01,-4.39453125e-03, -7.81250000e-03, 1.00585938e+00,-1.62000008e+01, 1.95000005e+00, 3.00000000e+01
-1.03658533e+00, -2.43902445e-01, 0.00000000e+00,3.90625000e-03, 3.41796875e-03, 1.00976562e+00,-1.53000002e+01, 3.75000000e+00, 2.95499992e+01
1.82926834e-01, -7.31707335e-01, 4.87804890e-01,4.88281250e-04, -1.95312500e-03, 1.00439453e+00,-1.53000002e+01, 2.54999995e+00, 3.06000004e+01
3.04878056e-01, -3.04878056e-01, 1.21951222e-01,-1.46484375e-03, -2.44140625e-03, 1.00830078e+00,-1.51499996e+01, 3.59999990e+00, 3.04500008e+01
3.04878056e-01, -3.04878056e-01, 3.65853667e-01,-2.44140625e-03, -4.88281250e-03, 1.00683594e+00,-1.56000004e+01, 2.25000000e+00, 2.91000004e+01
5.48780501e-01, -2.43902445e-01, 6.70731723e-01,0.00000000e+00, -6.34765625e-03, 1.01025391e+00,-1.51499996e+01, 1.64999998e+00, 2.82000008e+01
5.48780501e-01, -3.65853667e-01, 4.87804890e-01,-3.41796875e-03, -3.41796875e-03, 1.00195312e+00,-1.60499992e+01, 2.25000000e+00, 2.98500004e+01
3.04878056e-01, -1.21951222e-01, 2.43902445e-01,-8.30078125e-03, -7.81250000e-03, 1.00195312e+00,-1.53000002e+01, 4.05000019e+00, 3.08999996e+01
1.82926834e-01, 0.00000000e+00, 5.48780501e-01,9.76562500e-04, -3.41796875e-03, 1.00292969e+00,-1.43999996e+01, 2.40000010e+00, 2.82000008e+01
-6.09756112e-01, 1.82926834e-01, 1.28048778e+00,1.46484375e-03, -9.76562500e-03, 1.00537109e+00,-1.43999996e+01, 2.40000010e+00, 2.97000008e+01
6.09756112e-02, -4.26829278e-01, 2.43902445e-01,-5.85937500e-03, 1.46484375e-03, 1.00683594e+00,-1.62000008e+01, 1.64999998e+00, 3.04500008e+01
3.65853667e-01, 0.00000000e+00, 1.82926834e-01,-3.41796875e-03, -4.88281250e-03, 1.00732422e+00,-1.53000002e+01, 3.29999995e+00, 3.08999996e+01
1.21951222e-01, -4.26829278e-01, 6.70731723e-01,9.76562500e-04, -5.85937500e-03, 1.00976562e+00,-1.53000002e+01, 1.50000000e+00, 2.91000004e+01
-6.70731723e-01, -4.87804890e-01, 3.04878056e-01,4.88281250e-04, -4.39453125e-03, 1.01318359e+00,-1.51499996e+01, 3.15000010e+00, 3.04500008e+01
6.09756112e-02, -4.87804890e-01, 7.31707335e-01,2.44140625e-03, -6.83593750e-03, 1.00781250e+00,-1.54499998e+01, 2.40000010e+00, 3.07500000e+01
3.65853667e-01, -1.82926834e-01, 6.70731723e-01,-1.46484375e-03, -1.95312500e-03, 1.00244141e+00,-1.45500002e+01, 1.79999995e+00, 2.91000004e+01
