-1.64634144e+00, 6.70731723e-01, -1.95121956e+00,2.92968750e-03, -6.83593750e-03, 1.00878906e+00,-1.56000004e+01, 3.29999995e+00, 3.02999992e+01
-1.03658533e+00, -5.48780501e-01, -4.87804890e-01,3.90625000e-03, -4.88281250e-03, 1.00439453e+00,-1.54499998e+01, 3.15000010e+00, 3.00000000e+01
-6.09756112e-02, -3.04878056e-01, 4.26829278e-01,5.37109375e-03, -7.81250000e-03, 1.00683594e+00,-1.60499992e+01, 2.54999995e+00, 3.02999992e+01
-6.09756112e-02, -4.26829278e-01, 0.00000000e+00,1.46484375e-03, -9.27734375e-03, 1.00488281e+00,-1.56000004e+01, 1.79999995e+00, 2.95499992e+01
6.09756112e-02, -2.43902445e-01, 6.09756112e-01,-1.46484375e-03, -3.90625000e-03, 1.00292969e+00,-1.56000004e+01, 3.29999995e+00, 2.98500004e+01
1.21951222e-01, -3.04878056e-01, 6.70731723e-01,6.83593750e-03, -4.88281250e-03, 1.00585938e+00,-1.53000002e+01, 3.29999995e+00, 3.06000004e+01
3.04878056e-01, -4.26829278e-01, 1.09756100e+00,4.88281250e-03, -8.78906250e-03, 1.00927734e+00,-1.63500004e+01, 2.54999995e+00, 2.91000004e+01
2.05487804e+01, 3.85975609e+01, -1.35975609e+01,-1.85546875e-01, -1.36230469e-01, 1.04931641e+00,-1.54499998e+01, 1.20000005e+00, 2.97000008e+01
9.45121956e+00, 9.20731735e+00, 1.27439032e+01,1.59179688e-01, -2.53906250e-02, 1.09228516e+00,-1.18500004e+01, 7.34999990e+00, 2.93999996e+01
-3.63414650e+01, 1.18902445e+01, 4.75609779e+00,1.38671875e-01, -2.46582031e-01, 1.16064453e+00,-1.35000000e+01, 3.75000000e+00, 2.85000000e+01
2.21341476e+01, 6.52439022e+00, -3.71951222e+00,1.21582031e-01, -1.59667969e-01, 9.94628906e-01,-1.31999998e+01, 5.84999990e+00, 2.78999996e+01
6.15853691e+00, -2.85365868e+01, -1.11585369e+01,6.54296875e-02, 1.51367188e-02, 9.22363281e-01,-1.05000000e+01, 4.05000019e+00, 2.80499992e+01
4.37195129e+01, 2.13414631e+01, -2.77439022e+01,1.23535156e-01, -6.54296875e-02, 9.47753906e-01,-1.16999998e+01, 4.50000000e+00, 3.06000004e+01
-1.18902445e+01, 1.64634144e+00, 1.03048782e+01,1.50878906e-01, 7.86132812e-02, 8.54003906e-01,-1.27500000e+01, 3.00000000e+00, 3.02999992e+01
-4.61585388e+01, -5.91463423e+00, -2.80487800e+00,8.59375000e-02, 3.07617188e-02, 8.72558594e-01,-1.28999996e+01, 3.59999990e+00, 2.97000008e+01
-4.92682953e+01, 6.40243912e+00, -1.33536587e+01,1.37695312e-01, -2.08007812e-01, 1.12402344e+00,-1.36499996e+01, 5.40000010e+00, 2.78999996e+01
-3.17073174e+01, 4.32926846e+00, -6.09756112e-02,1.63085938e-01, -3.41308594e-01, 1.14111328e+00,-1.39499998e+01, 7.34999990e+00, 2.76000004e+01
1.62804890e+01, 1.26829271e+01, 2.76829281e+01,6.39648438e-02, -4.53613281e-01, 1.09521484e+00,-1.09499998e+01, 1.46999998e+01, 2.80499992e+01
7.86585379e+00, 6.09756112e-02, 5.48780489e+00,6.25000000e-02, -3.02734375e-01, 1.17431641e+00,-1.31999998e+01, 1.11000004e+01, 2.61000004e+01
3.71951218e+01, -3.90243912e+00, 1.65243912e+01,6.15234375e-02, -2.81250000e-01, 1.09912109e+00,-1.21499996e+01, 7.65000010e+00, 2.40000000e+01
5.37804909e+01, -7.13414669e+00, 2.69512196e+01,1.44531250e-01, -1.11328125e-01, 1.10009766e+00,-1.09499998e+01, 6.75000000e+00, 2.55000000e+01
4.62195129e+01, -1.63414631e+01, -5.60975599e+00,1.63574219e-01, 5.37109375e-03, 1.02539062e+00,-1.11000004e+01, 7.34999990e+00, 2.86499996e+01
6.03048782e+01, -1.38414640e+01, 2.50000000e+00,2.15820312e-01, 1.45996094e-01, 8.73046875e-01,-1.03500004e+01, 2.70000005e+00, 3.00000000e+01
8.71951218e+01, -5.73170738e+01, -7.13414669e+00,1.10351562e-01, 2.45117188e-01, 7.48535156e-01,-1.03500004e+01, 1.64999998e+00, 3.58499985e+01
1.73780499e+01, -4.81707335e+00, 3.17073178e+00,2.45605469e-01, 2.59277344e-01, 5.23925781e-01,-9.75000000e+00, 1.50000000e+00, 4.14000015e+01
1.76829267e+00, 1.48170738e+01, 3.28048782e+01,2.58300781e-01, 1.99218750e-01, 2.61718750e-01,-9.60000038e+00, 1.20000005e+00, 4.02000008e+01
-7.07317123e+01, 2.05487804e+01, -4.58536606e+01,1.25000000e-01, 2.14355469e-01, 7.36816406e-01,-1.20000000e+01, 7.50000000e-01, 3.67500000e+01
-1.02804878e+02, 2.37195129e+01, -1.87195129e+01,-4.29687500e-02, -1.95312500e-03, 1.00683594e+00,-1.46999998e+01, 1.64999998e+00, 3.00000000e+01
-5.79268303e+01, 6.40243912e+00, 1.89024389e+00,-4.15039062e-02, -2.70507812e-01, 1.15136719e+00,-1.65000000e+01, 4.65000010e+00, 2.42999992e+01
-4.30487823e+01, 1.37804880e+01, -1.50609760e+01,-8.30078125e-03, -2.98828125e-01, 1.11816406e+00,-1.42500000e+01, 8.25000000e+00, 2.08500004e+01
-2.80487804e+01, 2.43902445e-01, 2.44512196e+01,-1.12792969e-01, -4.60937500e-01, 1.24658203e+00,-1.54499998e+01, 1.00500002e+01, 2.35499992e+01
1.72560978e+01, 3.09756107e+01, -7.17073212e+01,-5.37109375e-03, -3.76464844e-01, 1.10595703e+00,-1.75499992e+01, 1.36499996e+01, 2.44500008e+01
-1.25000000e+01, -1.64634144e+00, 4.65243912e+01,-1.19140625e-01, -3.53515625e-01, 1.10595703e+00,-1.67999992e+01, 9.44999981e+00, 2.44500008e+01
